MClusterID,XClusterID,MClusterSize,XClusterSize,OverlapSize,OverlapMembers,MOnlySize,MOnlyMembers,XOnlySize,XOnlyMembers,CombinedSize,CombinedMembers
6,15,27,27,22,"['gokberk', 'tanzil', 'mikaelkv', 't36', 'Nicoinn', 'gustbee', 'SwedishViking', 'elyas', 'bjnils', 'svedend', 'blubbe', 'parizek', 'albynanu', 'Aemo', 'davidko', 'mlelshei', 'Vel0th', 'anita80', 'rozycki', 'johoi', 'saad', 'shamsa']",5,"['akkallio', 'simulering', 'dahir', 'steppen7', 'petroff']",5,"['maxem', 'sebricci', 'robin77i', 'krissboy', 'bellmanz']",32,"['gokberk', 'tanzil', 'simulering', 'mikaelkv', 't36', 'Nicoinn', 'gustbee', 'SwedishViking', 'krissboy', 'elyas', 'bellmanz', 'maxem', 'bjnils', 'svedend', 'blubbe', 'parizek', 'albynanu', 'Aemo', 'davidko', 'dahir', 'sebricci', 'mlelshei', 'Vel0th', 'anita80', 'johoi', 'rozycki', 'saad', 'akkallio', 'shamsa', 'robin77i', 'steppen7', 'petroff']"
7,17,25,45,23,"['bvgregor', 'xlu', 'jasonmartens', 'djacobs', 'afasolinu', 'afranklin', 'asi071', 'rbanakis', 'dmondschean', 'ssaddemi', 'tifalok', 'jrudoy', 'mmarkese', 'zsidik', 'drhee', 'agross', 'mjc222', 'abartolai', 'alicialoon', 'jradcliffe', 'Chisda', 'ljordano', 'ltrevino']",2,"['eed1987', 'garlandlisa']",22,"['chisda', 'jroden', 'nonhub1122', 'sifatshahjahan', 'choel', 'tejerina', 'chngnisbbgy', 'cal321', 'willybaw', 'christian', 'aos422', 'alice', 'amunoz', 'cgoldschmidt', 'mhartrich', 'tgadzikwa', 'darkslayer13', 'slhatch', 'mmapodaca', 'mrosenberg', 'alyszczarz', 'nathancboren']",47,"['jroden', 'xlu', 'choel', 'jasonmartens', 'tejerina', 'djacobs', 'afasolinu', 'afranklin', 'asi071', 'rbanakis', 'willybaw', 'dmondschean', 'ssaddemi', 'tifalok', 'christian', 'mmarkese', 'alice', 'mhartrich', 'alicialoon', 'tgadzikwa', 'jradcliffe', 'Chisda', 'ljordano', 'chisda', 'bvgregor', 'nonhub1122', 'sifatshahjahan', 'chngnisbbgy', 'cal321', 'jrudoy', 'zsidik', 'drhee', 'aos422', 'agross', 'eed1987', 'mjc222', 'garlandlisa', 'abartolai', 'cgoldschmidt', 'amunoz', 'slhatch', 'darkslayer13', 'nathancboren', 'mmapodaca', 'mrosenberg', 'alyszczarz', 'ltrevino']"
8,27,25,41,2,"['esteenbe', 'rajanim']",23,"['rmdong', 'zwfchopin', 'lazafq123', 'gokulaka', 'Huskerfan333', 'melissalili', 'QuantumDot', 'nsashraf', 'sairaghunath', 'prabhubharathan', 'cjlasu', 'tejbelagodu', 'cjnolja', 'ericdailey', 'jmnunez1', 'jazminjazzy', 'anupsasikumar', 'achalk', 'abebeh', 'Trupthi', 'teresawei221', 'anandecy3035', 'aluby']",39,"['mini_moses', 'umechelimila', 'pavan26kp', 'pavansiu', 'khader_7786', 'radhikak', 'harani', 'agayathri', 'praneet9', 'potluri9', 'guttivishu', 'sribotla82', 'kajalpatil', 'nagaraj', 'sbreddy', 'yphani', 'raamsid', 'chsumanth14', 'moturukh', 'bhupathikalpana', 'ajay43', 'lnaveen', 'mdsadiq', 'irshad', 'rakeshk', 'harish', 'ranjithpadidala', 'ashfaq', 'jwala', 'abed820', 'gsraghu', 'jahnvi', 'sairam', 'rahul24', 'kotanaveen', 'adeflux', 'ssahmed', 'bharatsainani', 'karthikc']",64,"['umechelimila', 'pavan26kp', 'harani', 'Huskerfan333', 'rajanim', 'guttivishu', 'esteenbe', 'kajalpatil', 'nagaraj', 'raamsid', 'melissalili', 'chsumanth14', 'sairaghunath', 'cjlasu', 'tejbelagodu', 'cjnolja', 'lnaveen', 'jmnunez1', 'irshad', 'jazminjazzy', 'anupsasikumar', 'achalk', 'abebeh', 'abed820', 'Trupthi', 'ssahmed', 'karthikc', 'rmdong', 'mini_moses', 'zwfchopin', 'pavansiu', 'lazafq123', 'khader_7786', 'radhikak', 'gokulaka', 'agayathri', 'praneet9', 'potluri9', 'sribotla82', 'sbreddy', 'yphani', 'QuantumDot', 'nsashraf', 'prabhubharathan', 'moturukh', 'bhupathikalpana', 'ericdailey', 'ajay43', 'mdsadiq', 'rakeshk', 'harish', 'ranjithpadidala', 'ashfaq', 'jwala', 'gsraghu', 'jahnvi', 'sairam', 'rahul24', 'kotanaveen', 'teresawei221', 'adeflux', 'anandecy3035', 'bharatsainani', 'aluby']"
8,28,25,26,20,"['rmdong', 'zwfchopin', 'lazafq123', 'gokulaka', 'Huskerfan333', 'esteenbe', 'melissalili', 'nsashraf', 'sairaghunath', 'prabhubharathan', 'cjlasu', 'tejbelagodu', 'ericdailey', 'jmnunez1', 'anupsasikumar', 'achalk', 'Trupthi', 'teresawei221', 'anandecy3035', 'aluby']",5,"['cjnolja', 'abebeh', 'jazminjazzy', 'QuantumDot', 'rajanim']",6,"['Vasileska', 'myztical7', 'srivatsaaithal', 'xoai479', 'nipunchaplot', 'jcharri1']",31,"['rmdong', 'zwfchopin', 'lazafq123', 'gokulaka', 'Huskerfan333', 'nipunchaplot', 'rajanim', 'esteenbe', 'Vasileska', 'xoai479', 'melissalili', 'QuantumDot', 'nsashraf', 'sairaghunath', 'prabhubharathan', 'cjlasu', 'tejbelagodu', 'cjnolja', 'ericdailey', 'jmnunez1', 'jazminjazzy', 'anupsasikumar', 'myztical7', 'achalk', 'abebeh', 'srivatsaaithal', 'Trupthi', 'teresawei221', 'anandecy3035', 'aluby', 'jcharri1']"
9,11,22,20,15,"['banglin', 'dhruvsingh', 'yjing', 'hsinhaouh', 'mrakita', 'Ayesha', 'hmurdoch2', 'fangoua', 'hmurdoch', 'grlong', 'yalanz', 'abartow', 'dsamson', 'santoshkumar', 'ccqian']",7,"['juby', 'gvkarthik', 'kim87', 'hessks', 'siryu011', 'thal', 'rnemeth']",5,"['strachan', 'iyums', 'cbburger', 'oliverm', 'apalaria']",27,"['dhruvsingh', 'hsinhaouh', 'hessks', 'siryu011', 'yalanz', 'abartow', 'juby', 'banglin', 'mrakita', 'cbburger', 'oliverm', 'thal', 'rnemeth', 'Ayesha', 'dsamson', 'ccqian', 'yjing', 'kim87', 'grlong', 'fangoua', 'strachan', 'iyums', 'gvkarthik', 'hmurdoch2', 'hmurdoch', 'apalaria', 'santoshkumar']"
10,32,19,20,11,"['pnice', 'kim131', 'leoromanovsky', 'jgu', 'bcaulkin', 'kjharrin', 'rsdeford', 'tallxcrunner', 'sdials', 'nasaman02', 'pakighunda']",8,"['davydotcom', 'obrienam', 'zhangkun', 'Gohanto', 'ahmd080', 'giganano', 'wancc3', 'dtruax']",9,"['cchong', 'kmsj2', 'anascimejr', 'dakezi', 'boilerjh', 'smchaudh', 'simy', 'apradhan', 'npaulraj']",28,"['davydotcom', 'cchong', 'kmsj2', 'zhangkun', 'kim131', 'bcaulkin', 'dakezi', 'kjharrin', 'tallxcrunner', 'sdials', 'apradhan', 'dtruax', 'pakighunda', 'npaulraj', 'pnice', 'obrienam', 'leoromanovsky', 'jgu', 'boilerjh', 'giganano', 'nasaman02', 'Gohanto', 'smchaudh', 'anascimejr', 'rsdeford', 'ahmd080', 'simy', 'wancc3']"
11,17,17,45,17,"['chisda', 'cal321', 'aos422', 'alice', 'willybaw', 'nonhub1122', 'amunoz', 'sifatshahjahan', 'cgoldschmidt', 'choel', 'christian', 'mhartrich', 'mrosenberg', 'chngnisbbgy', 'alyszczarz', 'darkslayer13', 'nathancboren']",0,[],28,"['jroden', 'bvgregor', 'xlu', 'tejerina', 'jasonmartens', 'djacobs', 'afasolinu', 'afranklin', 'asi071', 'rbanakis', 'dmondschean', 'tifalok', 'ssaddemi', 'jrudoy', 'mmarkese', 'zsidik', 'drhee', 'agross', 'mjc222', 'abartolai', 'alicialoon', 'tgadzikwa', 'slhatch', 'jradcliffe', 'mmapodaca', 'Chisda', 'ljordano', 'ltrevino']",45,"['chisda', 'jroden', 'bvgregor', 'ltrevino', 'nonhub1122', 'sifatshahjahan', 'choel', 'xlu', 'tejerina', 'jasonmartens', 'chngnisbbgy', 'djacobs', 'afasolinu', 'afranklin', 'asi071', 'cal321', 'rbanakis', 'willybaw', 'dmondschean', 'tifalok', 'ssaddemi', 'christian', 'jrudoy', 'mmarkese', 'zsidik', 'drhee', 'aos422', 'agross', 'alice', 'amunoz', 'cgoldschmidt', 'mjc222', 'abartolai', 'mhartrich', 'alicialoon', 'tgadzikwa', 'darkslayer13', 'slhatch', 'jradcliffe', 'mmapodaca', 'Chisda', 'ljordano', 'mrosenberg', 'alyszczarz', 'nathancboren']"
13,23,14,12,8,"['manhlee', 'isomr3b51', 'cren', 'michaelz', 'qhuynh', 'pzellner', 'fitsumvt', 'agah']",6,"['joehokie', 'rbeckner27', 'akyurtlu', 'fishbowl', 'da400king', 'xilinix']",4,"['eyc610', 'chakanamja', 'ing_johanan', 'petchow9348']",18,"['isomr3b51', 'cren', 'michaelz', 'da400king', 'petchow9348', 'fitsumvt', 'agah', 'eyc610', 'joehokie', 'manhlee', 'chakanamja', 'ing_johanan', 'rbeckner27', 'akyurtlu', 'qhuynh', 'pzellner', 'fishbowl', 'xilinix']"
15,21,13,12,11,"['miguel1014182447', 'amapri', 'ingridrodriguez', 'manchito', 'jaguerrero', 'porro', 'Jonas77', 'MAOMASVICIO', 'hp1717', 'maomasvicio', 'HP1717']",2,"['essamdz', 'ebende']",1,['hmendez'],14,"['amapri', 'ebende', 'manchito', 'Jonas77', 'MAOMASVICIO', 'hp1717', 'miguel1014182447', 'essamdz', 'hmendez', 'ingridrodriguez', 'jaguerrero', 'porro', 'maomasvicio', 'HP1717']"
16,5,10,13,9,"['snakezap23', 'sharjohn', 'nherring', 'kevinjmajor', 'simiger', 'mforney1', 'thedark', 'kobaya67', 'ja81881']",1,['alexandergiles'],4,"['harsh2312', 'vatano', 'Minghong', 'jc50fb']",14,"['alexandergiles', 'kevinjmajor', 'jc50fb', 'mforney1', 'thedark', 'snakezap23', 'Minghong', 'sharjohn', 'nherring', 'vatano', 'simiger', 'harsh2312', 'kobaya67', 'ja81881']"
16,6,10,7,4,"['thedark', 'simiger', 'kobaya67', 'ja81881']",6,"['snakezap23', 'alexandergiles', 'sharjohn', 'nherring', 'kevinjmajor', 'mforney1']",3,"['harsh2312', 'simigercn', 'jc50fb']",13,"['snakezap23', 'alexandergiles', 'sharjohn', 'nherring', 'kevinjmajor', 'simigercn', 'jc50fb', 'simiger', 'mforney1', 'harsh2312', 'thedark', 'kobaya67', 'ja81881']"
17,19,9,11,7,"['esangiorgi', 'nicola_ing', 'sdonati', 'filippozangheri', 'federicomignani', 'bombardi', 'pinomaiuli']",2,"['adrila', 'chiaraluccaroni']",4,"['gdromu', 'marioguido', 'buldus2', 'mbraccioli']",13,"['esangiorgi', 'adrila', 'sdonati', 'mbraccioli', 'gdromu', 'chiaraluccaroni', 'nicola_ing', 'buldus2', 'filippozangheri', 'federicomignani', 'marioguido', 'bombardi', 'pinomaiuli']"
18,14,9,8,2,"['jhirano', 'PilotNation']",7,"['senthil', 'praoiticica', 'noliver', 'neil1357', 'magnuspaulsson', 'camartin', 'lamcguir']",6,"['morristi', 'rgobble', 'johlee', 'goldenstaralpha', 'mzhang86', 'davidk13']",15,"['senthil', 'praoiticica', 'noliver', 'morristi', 'jhirano', 'rgobble', 'neil1357', 'johlee', 'goldenstaralpha', 'mzhang86', 'PilotNation', 'magnuspaulsson', 'camartin', 'lamcguir', 'davidk13']"
19,32,9,20,5,"['cchong', 'dakezi', 'boilerjh', 'simy', 'npaulraj']",4,"['msrivas', 'weehan85', 'abraham', 'anandg112']",15,"['sdials', 'pnice', 'kmsj2', 'kim131', 'anascimejr', 'leoromanovsky', 'jgu', 'bcaulkin', 'smchaudh', 'kjharrin', 'rsdeford', 'tallxcrunner', 'apradhan', 'nasaman02', 'pakighunda']",24,"['abraham', 'cchong', 'kmsj2', 'kim131', 'bcaulkin', 'dakezi', 'smchaudh', 'msrivas', 'kjharrin', 'weehan85', 'tallxcrunner', 'apradhan', 'sdials', 'pakighunda', 'npaulraj', 'pnice', 'anandg112', 'anascimejr', 'leoromanovsky', 'jgu', 'boilerjh', 'simy', 'rsdeford', 'nasaman02']"
19,33,9,12,4,"['msrivas', 'dakezi', 'anandg112', 'npaulraj']",5,"['cchong', 'abraham', 'boilerjh', 'simy', 'weehan85']",8,"['saxep01', 'mcrew', 'tigertear', 'rlacy', 'snikitha', 'kmsj2', 'jostendo', 'tfrye']",17,"['saxep01', 'abraham', 'cchong', 'kmsj2', 'dakezi', 'msrivas', 'jostendo', 'weehan85', 'npaulraj', 'mcrew', 'tigertear', 'anandg112', 'rlacy', 'snikitha', 'boilerjh', 'simy', 'tfrye']"
19,31,9,6,2,"['anandg112', 'npaulraj']",7,"['cchong', 'abraham', 'dakezi', 'boilerjh', 'simy', 'msrivas', 'weehan85']",4,"['anascimejr', 'makimaya', 'sukwanto', 'pbayuart']",13,"['abraham', 'anandg112', 'cchong', 'anascimejr', 'makimaya', 'pbayuart', 'boilerjh', 'dakezi', 'simy', 'msrivas', 'sukwanto', 'weehan85', 'npaulraj']"
20,12,9,6,5,"['pourghaz', 'oogiedoogie', 'liangz', 'tuhinsinha', 'mspletze']",4,"['zavattieri', 'tslack', 'jfloro', 'atambat']",1,['chindan29'],10,"['tslack', 'pourghaz', 'oogiedoogie', 'liangz', 'jfloro', 'tuhinsinha', 'zavattieri', 'mspletze', 'chindan29', 'atambat']"
21,14,6,8,6,"['morristi', 'rgobble', 'johlee', 'goldenstaralpha', 'mzhang86', 'davidk13']",0,[],2,"['jhirano', 'PilotNation']",8,"['morristi', 'jhirano', 'rgobble', 'johlee', 'goldenstaralpha', 'mzhang86', 'PilotNation', 'davidk13']"
23,20,6,6,1,['melkamu'],5,"['catherin', 'Fiorentini', 'marcocampanati', 'palestri', 'mastrapasqua']",5,"['Behde_k', 'damotg', 'seifuassefa', 'behde_k', 'Behde_K']",11,"['catherin', 'Behde_k', 'Fiorentini', 'marcocampanati', 'behde_k', 'palestri', 'mastrapasqua', 'seifuassefa', 'damotg', 'melkamu', 'Behde_K']"
26,33,5,12,5,"['saxep01', 'mcrew', 'snikitha', 'jostendo', 'tfrye']",0,[],7,"['tigertear', 'anandg112', 'rlacy', 'kmsj2', 'dakezi', 'msrivas', 'npaulraj']",12,"['saxep01', 'kmsj2', 'dakezi', 'jostendo', 'msrivas', 'npaulraj', 'mcrew', 'snikitha', 'tigertear', 'rlacy', 'anandg112', 'tfrye']"
29,19,5,11,3,"['marioguido', 'buldus2', 'mbraccioli']",2,"['gianni', 'bputnam42']",8,"['esangiorgi', 'nicola_ing', 'sdonati', 'filippozangheri', 'federicomignani', 'gdromu', 'bombardi', 'pinomaiuli']",13,"['esangiorgi', 'sdonati', 'gdromu', 'pinomaiuli', 'gianni', 'nicola_ing', 'buldus2', 'bputnam42', 'filippozangheri', 'federicomignani', 'marioguido', 'bombardi', 'mbraccioli']"
30,16,5,7,5,"['divsnvik', 'vikram', 'savi', 'gangadharan', 'deepthi']",0,[],2,"['divya', 'supreeya']",7,"['divsnvik', 'vikram', 'divya', 'savi', 'gangadharan', 'supreeya', 'deepthi']"
1,6,200,203,187,"['txu', 'annab', 'kshepherd', 'laurennelson07', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'npetlakh', 'ngg760', 's3suggs', 'jshepherd', 'maroon_09', 'mgroner', 'mcee2374', 'cberg', 'avinokur', 'ajl131', 'jkrupp', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'aogonek', 'pcarlson', 'phirbreethr', 'ilin', 'jschiaffino', 'athuluvath', 'rchen', 'abc897', 'rkay', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'spokala', 'ecadoff', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'carlherndon2011', 'ngm654', 'hpatel11', 'sarahhhong', 'tstanis', 'nlomotan', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'alex_625', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'tslayman', 'mwise', 'fch308', 'amwang', 'jsoohoo', 'mme118', 'mwang', 'tejmotiwala', 'maffi', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'amalik', 'bmaganti', 'jacquelinehwang', 'athompson', 'sshaaban', 'asklar', 'athompsonharvey', 'cyarka', 'jennie', 'kperkins', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'dianemok', 'ywang', 'bsh319', 'mchen2012', 'ahuang', 'astockdale', 'emilywirtz', 'njohnson463', 'alee', 'msimms', 'thebombboi123', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'cnoble', 'gwm166', 'sgrindy', 'bambielli', 'gpedrick', 'ymalina', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'gthippeswamy', 'ejen', 'mannamalai', 'callee', 'allegramount', 'jerrylin12']",13,"['dmorris', 'dkiebala1', 'skrilov', 'chinkmama', 'mwalimujim', 'irenezhanglin', 'ahassan515', 'shaikal', 'mkramer', 'omnelson', 'khaghighi', 'mongoosehuman', 'apeterson']",16,"['mmara', 'mkim', 'mdmurray', 'pantocrator', 'sbajaj', 'schatz', 'mattfred', 'kevinhaghighi2012', 'jlipari', 'justineshaw', 'sshah7', 'dcho0132', 'xwang308', 'ktrocin', 'kcbandi', 'jwalters']",216,"['laurennelson07', 'dkiebala1', 'mkk749', 'dtchen', 'shk2990', 'strikex2', 'ceck', 'cmpark', 'hyehan', 'mlangille', 'ktp618', 's3suggs', 'ngg760', 'maroon_09', 'jkrupp', 'avinokur', 'ajl131', 'jchu90', 'acoates', 'lixinxin', 'skang', 'wtong', 'skrilov', 'kgrimestad', 'ktrocin', 'mmara', 'ilin', 'sbajaj', 'abc897', 'mpineda', 'alcinalidder', 'shaikal', 'ecadoff', 'khaghighi', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'dcho0132', 'ngm654', 'hpatel11', 'sarahhhong', 'tstanis', 'ltsai', 'lnur', 'kgovindaraju', 'aconroy', 'emj321', 'jlipari', 'martabme', 'tsa309', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'thegeoffmeister', 'mkramer', 'devish', 'prajeetreddy', 'dannyboy8m', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'dchun', 'mhuff', 'dmorris', 'tslayman', 'mwang', 'msriram', 'yxu', 'myu', 'amalik', 'yleong', 'bmaganti', 'athompson', 'kcbandi', 'athompsonharvey', 'cyarka', 'kperkins', 'iezzoni21', 'swolff', 'shp279', 'ywang', 'bsh319', 'ahuang', 'astockdale', 'emilywirtz', 'alee', 'mwalimujim', 'mshen2012', 'jcasady', 'ashah', 'kbandi', 'rpatel', 'achadha', 'dpetracovici', 'gwm166', 'bambielli', 'past10', 'mayabhardwaj', 'mbourgeois', 'tzack25', 'krich55', 'gthippeswamy', 'kevinhaghighi2012', 'ejen', 'mannamalai', 'ahassan515', 'callee', 'jerrylin12', 'txu', 'annab', 'kshepherd', 'mdmurray', 'dbtice', 'cmd366', 'zschlieder', 'noheneadu', 'ltong', 'justineshaw', 'npetlakh', 'jshepherd', 'jwalters', 'mgroner', 'mcee2374', 'cberg', 'omnelson', 'karlind', 'runfree909', 'dramadurai', 'dwalco', 'aogonek', 'pcarlson', 'phirbreethr', 'jschiaffino', 'athuluvath', 'mattfred', 'rchen', 'rkay', 'jfang', 'jkastan', 'spokala', 'tsaraiya', 'kmobilia', 'schirumamilla', 'carlherndon2011', 'nlomotan', 'mongoosehuman', 'hkawashima', 'tkl821', 'svs470', 'luichanco', 'irenezhanglin', 'alex_625', 'xwang308', 'jle703', 'jglass', 'chinkmama', 'hstafford', 'camila8', 'pantocrator', 'fch308', 'mwise', 'jsoohoo', 'amwang', 'mme118', 'tejmotiwala', 'maffi', 'relwood', 'mellis', 'brianchang', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'kwd761', 'jacquelinehwang', 'sshaaban', 'asklar', 'jennie', 'eko', 'ammerocks', 'sshah7', 'dianemok', 'mchen2012', 'njohnson463', 'msimms', 'schatz', 'thebombboi123', 'dbasco', 'jtrop', 'ktsang', 'mkim', 'jsharp', 'nseetharaman1', 'bveldk06', 'cnoble', 'sgrindy', 'gpedrick', 'ymalina', 'apeterson', 'fculver', 'nicholas', 'sfedorikhina', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'allegramount']"
1,34,200,9,3,"['dbtice', 'bveldk06', 'matosziuk']",197,"['txu', 'annab', 'kshepherd', 'laurennelson07', 'dkiebala1', 'mkk749', 'dtchen', 'shk2990', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'npetlakh', 'ngg760', 's3suggs', 'jshepherd', 'maroon_09', 'mgroner', 'mcee2374', 'cberg', 'avinokur', 'ajl131', 'jkrupp', 'jchu90', 'omnelson', 'acoates', 'lixinxin', 'skang', 'wtong', 'skrilov', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'dwalco', 'aogonek', 'pcarlson', 'phirbreethr', 'ilin', 'jschiaffino', 'athuluvath', 'rchen', 'abc897', 'rkay', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'shaikal', 'spokala', 'ecadoff', 'khaghighi', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'carlherndon2011', 'ngm654', 'hpatel11', 'sarahhhong', 'tstanis', 'nlomotan', 'mongoosehuman', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'irenezhanglin', 'thegeoffmeister', 'alex_625', 'mkramer', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'chinkmama', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'dmorris', 'tslayman', 'mwise', 'fch308', 'amwang', 'jsoohoo', 'mme118', 'mwang', 'tejmotiwala', 'maffi', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'amalik', 'bmaganti', 'jacquelinehwang', 'athompson', 'sshaaban', 'asklar', 'athompsonharvey', 'cyarka', 'jennie', 'kperkins', 'eko', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'dianemok', 'ywang', 'bsh319', 'mchen2012', 'ahuang', 'astockdale', 'emilywirtz', 'njohnson463', 'alee', 'msimms', 'thebombboi123', 'mwalimujim', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'cnoble', 'gwm166', 'sgrindy', 'bambielli', 'gpedrick', 'ymalina', 'apeterson', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'gthippeswamy', 'ejen', 'mannamalai', 'ahassan515', 'callee', 'allegramount', 'jerrylin12']",6,"['jdicke', 'mattfred', 'sml257', 'jklemp', 'emilieringe', 'pretenderjl']",206,"['txu', 'annab', 'kshepherd', 'laurennelson07', 'dkiebala1', 'mkk749', 'dtchen', 'shk2990', 'dbtice', 'strikex2', 'cmd366', 'zschlieder', 'ceck', 'cmpark', 'noheneadu', 'hyehan', 'mlangille', 'ktp618', 'ltong', 'npetlakh', 'ngg760', 's3suggs', 'jshepherd', 'pretenderjl', 'maroon_09', 'mgroner', 'mcee2374', 'jklemp', 'cberg', 'avinokur', 'ajl131', 'jkrupp', 'jchu90', 'omnelson', 'acoates', 'lixinxin', 'skang', 'wtong', 'skrilov', 'karlind', 'runfree909', 'kgrimestad', 'dramadurai', 'emilieringe', 'dwalco', 'aogonek', 'pcarlson', 'phirbreethr', 'ilin', 'jschiaffino', 'athuluvath', 'mattfred', 'rchen', 'abc897', 'rkay', 'jfang', 'mpineda', 'alcinalidder', 'jkastan', 'shaikal', 'spokala', 'ecadoff', 'khaghighi', 'xxu', 'jjund', 'kwang11', 'mbenner', 'wchang', 'mdawg777', 'tsaraiya', 'kmobilia', 'schirumamilla', 'carlherndon2011', 'ngm654', 'hpatel11', 'sarahhhong', 'tstanis', 'nlomotan', 'mongoosehuman', 'ltsai', 'lnur', 'hkawashima', 'kgovindaraju', 'aconroy', 'emj321', 'martabme', 'tkl821', 'svs470', 'tsa309', 'luichanco', 'blindbard393', 'ndavidson', 'svadner', 'lywang', 'pagrawal10', 'irenezhanglin', 'thegeoffmeister', 'alex_625', 'mkramer', 'devish', 'jle703', 'jglass', 'prajeetreddy', 'dannyboy8m', 'chinkmama', 'eklebanov', 'craak', 'bsegal', 'alberthong', 'hstafford', 'dchun', 'camila8', 'mhuff', 'dmorris', 'tslayman', 'mwise', 'fch308', 'amwang', 'jsoohoo', 'mme118', 'mwang', 'tejmotiwala', 'maffi', 'msriram', 'relwood', 'yxu', 'mellis', 'brianchang', 'myu', 'matosziuk', 'nashida', 'dcpearsall', 'kjoshi91', 'ddkim', 'falcon36', 'anderpants', 'yleong', 'kwd761', 'amalik', 'bmaganti', 'jacquelinehwang', 'athompson', 'sshaaban', 'asklar', 'athompsonharvey', 'cyarka', 'jennie', 'kperkins', 'eko', 'sml257', 'ammerocks', 'iezzoni21', 'swolff', 'shp279', 'dianemok', 'ywang', 'bsh319', 'mchen2012', 'ahuang', 'astockdale', 'emilywirtz', 'njohnson463', 'alee', 'msimms', 'jdicke', 'thebombboi123', 'mwalimujim', 'mshen2012', 'jcasady', 'ashah', 'dbasco', 'kbandi', 'jtrop', 'ktsang', 'rpatel', 'jsharp', 'achadha', 'dpetracovici', 'nseetharaman1', 'bveldk06', 'cnoble', 'gwm166', 'sgrindy', 'bambielli', 'gpedrick', 'ymalina', 'apeterson', 'fculver', 'past10', 'mayabhardwaj', 'mbourgeois', 'nicholas', 'sfedorikhina', 'tzack25', 'acolletti', 'rachelrosen', 'jtao', 'jkaplan', 'krich55', 'gthippeswamy', 'ejen', 'mannamalai', 'ahassan515', 'callee', 'allegramount', 'jerrylin12']"
